"","id","country","publication_date","source","source_type","headline","headline_mt","m_fr_eco","m_fr_lab","m_fr_wel","m_fr_sec"
"1263",1263,"UK","2016-10-08","The Guardian","Print","Charity takes legal action against Home Office over child refugees;
Help Refugees says ministers have breached duties to unaccompanied children,
exposing them to 'serious risks'","Charity takes legal action against Home Office over child refugees;
Help Refugees says ministers have breached duties to unaccompanied children,
exposing them to 'serious risks'",0,0,0,1
"1265",1265,"UK","2014-12-21","The Guardian","Print","Asylum seeker children on Christmas Island transferred to detention in Darwin;
Last children and their families brought to mainland as part of a deal between
the government and Senate crossbenchers to reintroduce temporary protection
visas","Asylum seeker children on Christmas Island transferred to detention in Darwin;
Last children and their families brought to mainland as part of a deal between
the government and Senate crossbenchers to reintroduce temporary protection
visas",0,1,1,0
"1267",1267,"UK","2004-06-09","Daily Mirror","Print","BIG BROTHER: MARCO IS A JOKE AND AN EMBARRASSMENT.. VOTE HIM OUT;
 AND THAT'S FROM HIS MUM!","BIG BROTHER: MARCO IS A JOKE AND AN EMBARRASSMENT.. VOTE HIM OUT;
 AND THAT'S FROM HIS MUM!",0,1,0,0
"1268",1268,"UK","2008-04-01","The Guardian","Print","Row as Lords committee backs cap on immigration: Lords backing for Tory cap on
immigration","Row as Lords committee backs cap on immigration: Lords backing for Tory cap on
immigration",1,1,1,0
"1269",1269,"UK","2006-03-28","Daily Mirror","Print","REFUGEE ABUSE RISK","REFUGEE ABUSE RISK",0,0,0,0
"1271",1271,"UK","2014-01-02","The Guardian","Print","Undercutting wages: UK staff need protection - Labour","Undercutting wages: UK staff need protection - Labour",0,1,0,1
"1272",1272,"UK","2014-02-18","telegraph.co.uk","Online","We need a serious, calm conversation about immigration - not a big row","We need a serious, calm conversation about immigration - not a big row",1,1,1,0
"1274",1274,"UK","2016-07-09","The Guardian","Print","France's and Portugal's colonial heritage brings African flavour to Euro 2016;
Sunday night's final at the Stade de France will feature two nations with
several players whose families have made their homes in the modern Europe","France's and Portugal's colonial heritage brings African flavour to Euro 2016;
Sunday night's final at the Stade de France will feature two nations with
several players whose families have made their homes in the modern Europe",0,1,0,0
"1281",1281,"UK","2016-04-25","mirror.co.uk","Online","May's Day in the battle for Brexit: The Mirror Politics morning briefing;
This is the Mirror Politics Morning Newsletter, a brief guide to today's
political events. Sign up to get it in your inbox","May's Day in the battle for Brexit: The Mirror Politics morning briefing;
This is the Mirror Politics Morning Newsletter, a brief guide to today's
political events. Sign up to get it in your inbox",0,0,0,0
"1287",1287,"UK","2016-11-05","Daily Mirror","Print","(EURO)15k asylum cash seized;
AROUND THE WORLD","(EURO)15k asylum cash seized;
AROUND THE WORLD",1,0,0,0
"1289",1289,"UK","2012-09-24","telegraph.co.uk","Online","Switzerland tax system set for overhaul;
Wealthy foreigners can still enjoy special low-tax rates in Switzerland but the
amount they pay is set to increase.","Switzerland tax system set for overhaul;
Wealthy foreigners can still enjoy special low-tax rates in Switzerland but the
amount they pay is set to increase.",1,0,0,0
"1292",1292,"UK","2016-03-03","The Guardian","Print","Stars sign up as buddies to help Calais children reunite with UK families;
Jude Law and Benedict Cumberbatch among celebrities to sponsor child refugees as
their 'buddy', pay legal costs and urge authorities to give them safe passage","Stars sign up as buddies to help Calais children reunite with UK families;
Jude Law and Benedict Cumberbatch among celebrities to sponsor child refugees as
their 'buddy', pay legal costs and urge authorities to give them safe passage",0,0,1,0
"1293",1293,"UK","2001-04-05","The Daily Telegraph","Print","Daley decides it's time to escape from the Maze The high priestess of Radio 4's
weekly inquisition tells Matt Born why she has decided to move on","Daley decides it's time to escape from the Maze The high priestess of Radio 4's
weekly inquisition tells Matt Born why she has decided to move on",0,1,0,0
"1294",1294,"UK","2016-05-30","Daily Mirror","Print","Blair: Out not the answer","Blair: Out not the answer",0,0,0,0
"1295",1295,"UK","2016-09-12","telegraph.co.uk","Online","Resettling 20,000 Syrian refugees in Britain will cost nearly two billion
pounds, says watchdog","Resettling 20,000 Syrian refugees in Britain will cost nearly two billion
pounds, says watchdog",1,1,1,0
"1299",1299,"UK","2012-06-11","The Guardian","Print","Comment: Back to the nasty party: Theresa May is boasting of a plan to split up
thousands of families, but only if they are poor","Comment: Back to the nasty party: Theresa May is boasting of a plan to split up
thousands of families, but only if they are poor",1,1,1,0
"1306",1306,"UK","2014-03-26","telegraph.co.uk","Online","Clegg v Farage: tonight's debate proves that Euroscepticism has come of age","Clegg v Farage: tonight's debate proves that Euroscepticism has come of age",0,0,0,0
"1312",1312,"UK","2013-11-28","The Daily Telegraph","Print","Boris: Some people too stupid to get on","Boris: Some people too stupid to get on",1,0,0,0
"1313",1313,"UK","2017-01-30","The Guardian","Print","Anti-Trump petition to stop UK state visit passes 1m signatures;
As online campaign gathers support, Downing Street confirms PM will not be
withdrawing invitation to US president","Anti-Trump petition to stop UK state visit passes 1m signatures;
As online campaign gathers support, Downing Street confirms PM will not be
withdrawing invitation to US president",0,0,0,0
"1314",1314,"UK","2013-07-13","telegraph.co.uk","Online","Keith Vaz: Immigration backlog 'totally unnacceptable';
After a report reveals that the Home Office's immigration backlog will take
until the year 2050 to clear at current rates, Keith Vaz, Chair of the Home
Affairs Select Committee, says the border service needs a change of culture.","Keith Vaz: Immigration backlog 'totally unnacceptable';
After a report reveals that the Home Office's immigration backlog will take
until the year 2050 to clear at current rates, Keith Vaz, Chair of the Home
Affairs Select Committee, says the border service needs a change of culture.",0,0,0,0
"1316",1316,"UK","2000-06-01","Daily Mirror","Print","REFUGEES' RACE PLIGHT","REFUGEES' RACE PLIGHT",0,0,0,0
"1317",1317,"UK","2016-03-17","The Daily Telegraph","Print","Is this the end for the Republican elite?;
The party hierarchy may not approve, but Trump has energised voters who feel
ignored and belittled","Is this the end for the Republican elite?;
The party hierarchy may not approve, but Trump has energised voters who feel
ignored and belittled",0,0,1,1
"1323",1323,"UK","2017-08-12","telegraph.co.uk","Online","Britain will not stay in EU by the back door, Philip Hammond and Liam Fox
jointly declare","Britain will not stay in EU by the back door, Philip Hammond and Liam Fox
jointly declare",0,0,0,0
"1324",1324,"UK","2016-09-12","The Guardian","Print","Croatia's election is a warning about the return of nationalism to the Balkans;","Croatia's election is a warning about the return of nationalism to the Balkans;",0,1,0,0
"1327",1327,"UK","2001-10-20","The Daily Telegraph","Print","Blunkett wins fight to detain asylum seekers","Blunkett wins fight to detain asylum seekers",0,0,0,1
"1330",1330,"UK","2016-02-15","The Guardian","Print","#LetThemStay protest takes to Sydney harbour in fight for 267 asylum seekers;
Demonstrators hang banner across two boats as part of action to stop Turnbull
government sending babies and families back to Nauru and Manus Island","#LetThemStay protest takes to Sydney harbour in fight for 267 asylum seekers;
Demonstrators hang banner across two boats as part of action to stop Turnbull
government sending babies and families back to Nauru and Manus Island",0,0,1,1
"1332",1332,"UK","2017-02-10","telegraph.co.uk","Online","Berlin Christmas market attacker was a 'ladies man and a charmer' before being
radicalised in prison","Berlin Christmas market attacker was a 'ladies man and a charmer' before being
radicalised in prison",0,1,0,1
"1334",1334,"UK","2008-11-12","Metro","Print","200,000 CUT IN MIGRANTS","200,000 CUT IN MIGRANTS",0,1,0,0
"1337",1337,"UK","2015-12-07","telegraph.co.uk","Online","Majority of Americans support sending ground troops to fight Isil;
New poll shows opinion shifting toward boots on the ground as new photograph
emerges of San Bernardino killers","Majority of Americans support sending ground troops to fight Isil;
New poll shows opinion shifting toward boots on the ground as new photograph
emerges of San Bernardino killers",0,0,0,1
"1340",1340,"UK","2003-07-24","The Daily Telegraph","Print","Identity cards won't stop the terrorists: they're only a fig leaf There are both
practical and principled reasons for opposing David Blunkett's plan, says
Stephen Robinson","Identity cards won't stop the terrorists: they're only a fig leaf There are both
practical and principled reasons for opposing David Blunkett's plan, says
Stephen Robinson",0,0,0,1
"1344",1344,"UK","2015-10-31","mirror.co.uk","Online","Sadness of the Calais Jungle as makeshift cemetery of simple wooden crosses
grows;
28 refugees have died at the French port, and that number could grow as
immigrants continue to flood into the temporary community, reports Patrick Hill
from Calais","Sadness of the Calais Jungle as makeshift cemetery of simple wooden crosses
grows;
28 refugees have died at the French port, and that number could grow as
immigrants continue to flood into the temporary community, reports Patrick Hill
from Calais",0,1,0,1
"1345",1345,"UK","2017-08-09","The Guardian","Print","Manus Island asylum seeker death: family want autopsy in Australia;
Family say foul play can't be ruled out in Hamed Shamshiripour's death, whose
deteriorating mental health issues had been raised high up in immigration
department","Manus Island asylum seeker death: family want autopsy in Australia;
Family say foul play can't be ruled out in Hamed Shamshiripour's death, whose
deteriorating mental health issues had been raised high up in immigration
department",0,0,1,1
"1350",1350,"UK","2016-06-05","telegraph.co.uk","Online","Nigel Farage accused of 'outrageous blatant scaremongering' after suggesting
migrants could pose sex attack threat to Britain","Nigel Farage accused of 'outrageous blatant scaremongering' after suggesting
migrants could pose sex attack threat to Britain",0,0,0,1
"1353",1353,"UK","2015-06-24","The Guardian","Print","Migration: tell us your stories and help us put the spotlight back on people;
Have you migrated from a developing country? Do you live in a community where
migrants are being hosted? Tell us about your experiences and help us put people
rather than politics at the centre of the migration story","Migration: tell us your stories and help us put the spotlight back on people;
Have you migrated from a developing country? Do you live in a community where
migrants are being hosted? Tell us about your experiences and help us put people
rather than politics at the centre of the migration story",0,0,0,0
"1358",1358,"UK","2012-01-24","Daily Mirror","Print","CHURCH OUTRAGE AT NOONAN OVER EMIGRATION QUIP;
BISHOP: LEAVING IS NOT A CHOICE","CHURCH OUTRAGE AT NOONAN OVER EMIGRATION QUIP;
BISHOP: LEAVING IS NOT A CHOICE",1,1,1,0
"1363",1363,"UK","2015-11-30","The Guardian","Print","James Horwill: 'If Eddie Jones is upset you know about it';
James Horwill, the former Australia captain who turns out for Harlequins at
Exeter on Saturday, recalls his days playing under England's new coach","James Horwill: 'If Eddie Jones is upset you know about it';
James Horwill, the former Australia captain who turns out for Harlequins at
Exeter on Saturday, recalls his days playing under England's new coach",0,1,0,0
"1364",1364,"UK","2011-11-06","telegraph.co.uk","Online","America Ferrera heads to Chicago;
America Ferrera found fame playing the frumpy Ugly Betty, but she's all glammed
up to star in Chicago.","America Ferrera heads to Chicago;
America Ferrera found fame playing the frumpy Ugly Betty, but she's all glammed
up to star in Chicago.",0,0,0,1
"1365",1365,"UK","2016-01-14","telegraph.co.uk","Online","Briton faces up to five years in jail for trying to smuggle Afghan child into
UK;
Former soldier Rob Lawrie is due before a French court today after tryng to
smuggle a four year old Afghan girl into the UK at her father's request","Briton faces up to five years in jail for trying to smuggle Afghan child into
UK;
Former soldier Rob Lawrie is due before a French court today after tryng to
smuggle a four year old Afghan girl into the UK at her father's request",0,0,0,1
"1376",1376,"UK","2000-04-08","The Guardian","Print","Europe's nomads but not by choice","Europe's nomads but not by choice",0,1,0,0
"1377",1377,"UK","2010-02-23","The Daily Telegraph","Print","Luring foreigners to build a 'Silicon Valley'","Luring foreigners to build a 'Silicon Valley'",0,1,0,0
"1379",1379,"UK","2001-04-12","The Daily Telegraph","Print","Palestinian homes are bulldozed in night raid","Palestinian homes are bulldozed in night raid",0,0,0,0
"1382",1382,"UK","2009-07-01","The Daily Telegraph","Print","Migrants take seven in 10 of Labour's new jobs","Migrants take seven in 10 of Labour's new jobs",0,1,0,0
"1383",1383,"UK","2016-10-14","mirror.co.uk","Online","Whitehall employs THOUSANDS of foreign workers - despite calls for firms to use
Brit staff;
Amber Rudd triggered claims of racism when plans to name and shame firms over
how many overseas workers were revealed","Whitehall employs THOUSANDS of foreign workers - despite calls for firms to use
Brit staff;
Amber Rudd triggered claims of racism when plans to name and shame firms over
how many overseas workers were revealed",0,1,0,0
"1384",1384,"UK","2016-12-17","Daily Mirror","Print","Labour 'in need of working class voice like Prescott's' MESSAGE Carwyn Jones;
EXCLUSIVE","Labour 'in need of working class voice like Prescott's' MESSAGE Carwyn Jones;
EXCLUSIVE",0,0,0,0
"1393",1393,"UK","2001-11-17","Daily Mirror","Print","ASYLUM CHEATS CON US OUT OF POUNDS 115M A YEAR;
 80PC ON FIDDLE","ASYLUM CHEATS CON US OUT OF POUNDS 115M A YEAR;
 80PC ON FIDDLE",1,1,1,1
"1395",1395,"UK","2014-08-09","Daily Mirror","Print","BLASTED BY OBOMBA;
MELTDOWN IN MIDDLE EAST: SAS IN WAR ON JIHADIS US jets pound militants as
humanitarian crisis escalates Brit special forces sent in to help rescue
refugees","BLASTED BY OBOMBA;
MELTDOWN IN MIDDLE EAST: SAS IN WAR ON JIHADIS US jets pound militants as
humanitarian crisis escalates Brit special forces sent in to help rescue
refugees",0,0,1,0
"1396",1396,"UK","2017-09-07","The Guardian","Print","Second Innings: cricket for Afghan refugees in London;
The latest Guardian documentary takes us to a very special cricket club for
young Afghan refugee boys in London","Second Innings: cricket for Afghan refugees in London;
The latest Guardian documentary takes us to a very special cricket club for
young Afghan refugee boys in London",0,0,0,0
"1397",1397,"UK","2004-01-31","Daily Mirror","Print","MEDICAL TEST FOR REFUGEES","MEDICAL TEST FOR REFUGEES",0,0,0,1
"1399",1399,"UK","2012-06-12","The Daily Telegraph","Print","No benefits for elderly relations of immigrants","No benefits for elderly relations of immigrants",1,1,1,1
"1402",1402,"UK","2017-04-04","telegraph.co.uk","Online","Six more charged in connection with Croydon asylum seeker attack","Six more charged in connection with Croydon asylum seeker attack",0,0,0,0
"1406",1406,"UK","2016-07-20","telegraph.co.uk","Online","German train axe attacker wrote letter saying Muslims around world 'must defend
themselves'","German train axe attacker wrote letter saying Muslims around world 'must defend
themselves'",0,0,0,1
"1408",1408,"UK","2002-07-24","Daily Mirror","Print","GARDAI SWOOP ON 101 ILLEGALS;
 IMMIGRANTS HELD AFTER SERIES OF DAWN RAIDS","GARDAI SWOOP ON 101 ILLEGALS;
 IMMIGRANTS HELD AFTER SERIES OF DAWN RAIDS",0,0,0,1
"1412",1412,"UK","2007-01-23","Daily Mirror","Print","FOOTBALL: FOREIGN LEGION TO AID AIDY;
WATFORD V BLACKBURN, TONIGHT, 7.45PM","FOOTBALL: FOREIGN LEGION TO AID AIDY;
WATFORD V BLACKBURN, TONIGHT, 7.45PM",0,1,0,0
"1419",1419,"UK","2016-10-14","Daily Mirror","Print","UK frets about immigration most","UK frets about immigration most",0,0,0,1
"1420",1420,"UK","2016-10-06","Daily Mirror","Print","It's absolute carnage... I had to do something;
Care worker's refugees plea is inspired by brutal experiences in war-torn Syria","It's absolute carnage... I had to do something;
Care worker's refugees plea is inspired by brutal experiences in war-torn Syria",0,1,0,0
"1423",1423,"UK","2013-03-25","Daily Mirror","Print","Picking on migrants;
VOICE OF THE voice@mirror.co.uk","Picking on migrants;
VOICE OF THE voice@mirror.co.uk",0,0,1,1
"1429",1429,"UK","2017-04-07","The Guardian","Print","Brexitland: The truth from well-to-do Fareham: this was no working-class
uprising;
As he continues his journey around leave-voting areas, Owen Jones finds
middle-class Brexiters variously motivated, but happy with the choice they made
· Brexitland: People can't find homes. No wonder they were angry· Brexitland:
'Too many foreigners - way, way too many'","Brexitland: The truth from well-to-do Fareham: this was no working-class
uprising;
As he continues his journey around leave-voting areas, Owen Jones finds
middle-class Brexiters variously motivated, but happy with the choice they made
· Brexitland: People can't find homes. No wonder they were angry· Brexitland:
'Too many foreigners - way, way too many'",0,0,0,1
"1430",1430,"UK","2017-09-30","telegraph.co.uk","Online","Racists nearly killed Ukip this week, but we live to fight our most important
battle","Racists nearly killed Ukip this week, but we live to fight our most important
battle",0,0,0,0
"1448",1448,"UK","2016-06-09","telegraph.co.uk","Online","Mapped: Where are people most at risk of genocide and mass killings?","Mapped: Where are people most at risk of genocide and mass killings?",0,0,0,0
"1453",1453,"UK","2013-04-08","telegraph.co.uk","Online","Theresa May could make Britain a safe haven for foreign criminals;
By opting out of European crime fighting measures Home Secretary Theresa May
could make Britain a safe haven for foreign criminals, senior police officers
have warned.","Theresa May could make Britain a safe haven for foreign criminals;
By opting out of European crime fighting measures Home Secretary Theresa May
could make Britain a safe haven for foreign criminals, senior police officers
have warned.",0,0,0,1
"1456",1456,"UK","2015-08-07","The Guardian","Print","Up to 200 people still unaccounted for after migrant boat sinks off Libya;
Of estimated 600 migrants on board during Wednesday's capsizing 373 have been
rescued, pointing to largest loss of life in Mediterranean since April","Up to 200 people still unaccounted for after migrant boat sinks off Libya;
Of estimated 600 migrants on board during Wednesday's capsizing 373 have been
rescued, pointing to largest loss of life in Mediterranean since April",0,0,1,1
"1460",1460,"UK","2015-10-19","The Guardian","Print","Australia spent estimated $130,000 on RAAF jet to fly pregnant Somali refugee to
Nauru;
Abyan taken out of Australia on a charter flight costing around $11,000 per hour","Australia spent estimated $130,000 on RAAF jet to fly pregnant Somali refugee to
Nauru;
Abyan taken out of Australia on a charter flight costing around $11,000 per hour",1,0,1,0
"1462",1462,"UK","2008-11-12","The Guardian","Print","National: 200,000 jobs barred to non-European migrants","National: 200,000 jobs barred to non-European migrants",0,1,0,0
"1465",1465,"UK","2012-01-23","The Daily Telegraph","Print","Afghan asylum claims highest in decade","Afghan asylum claims highest in decade",0,1,0,1
"1466",1466,"UK","2016-02-26","The Guardian","Print","Calais Jungle: prefecture officials begin telling residents to leave;
Following legal go-ahead for demolition of camp, charity volunteers reassure
people they do not need to move out immediately","Calais Jungle: prefecture officials begin telling residents to leave;
Following legal go-ahead for demolition of camp, charity volunteers reassure
people they do not need to move out immediately",0,0,1,0
"1468",1468,"UK","2016-06-21","telegraph.co.uk","Online","EU debate: Boris Johnson vs Sadiq Khan in final BBC showdown with 6,000-strong
Wembley audience","EU debate: Boris Johnson vs Sadiq Khan in final BBC showdown with 6,000-strong
Wembley audience",0,1,0,0
"1472",1472,"UK","2016-11-06","mirror.co.uk","Online","Theresa May gives Brexiteer media the green light to carry on attacking Article
50 judges;
The PM refused to condemn newspapers who branded thge judges 'Enemies of
thepeople'","Theresa May gives Brexiteer media the green light to carry on attacking Article
50 judges;
The PM refused to condemn newspapers who branded thge judges 'Enemies of
thepeople'",0,0,0,0
"1473",1473,"UK","2000-04-05","Daily Mirror","Print","MASSACRE ALGERIAN SEEKS ASYLUM HERE","MASSACRE ALGERIAN SEEKS ASYLUM HERE",0,0,1,1
"1476",1476,"UK","2013-07-09","The Guardian","Print","Wimbledon: How Murray and co banished the ghosts of sporting failure","Wimbledon: How Murray and co banished the ghosts of sporting failure",0,1,0,0
"1481",1481,"UK","2017-04-06","telegraph.co.uk","Online","Brexit: Premier League and FA at odds over immigration exemptions for foreign
football stars","Brexit: Premier League and FA at odds over immigration exemptions for foreign
football stars",0,1,0,0
"1484",1484,"UK","2016-10-05","mirror.co.uk","Online","Theresa May is already facing a crushing defeat on her attack over foreign
workers;
Plans to force firms to publish 'name-and-shame' lists of all their foreign
employees look doomed to failure","Theresa May is already facing a crushing defeat on her attack over foreign
workers;
Plans to force firms to publish 'name-and-shame' lists of all their foreign
employees look doomed to failure",0,1,0,0
"1486",1486,"UK","2015-09-29","The Guardian","Print","Sending cash home: mobile money is a gamechanger;
With more mobile money accounts than bank accounts in Burundi, Alix Murphy says
the country is a good testing ground for trialling remittances by mobile","Sending cash home: mobile money is a gamechanger;
With more mobile money accounts than bank accounts in Burundi, Alix Murphy says
the country is a good testing ground for trialling remittances by mobile",1,1,0,0
"1489",1489,"UK","2006-05-19","The Daily Telegraph","Print","Bush immigration reforms fail to reassure patriots","Bush immigration reforms fail to reassure patriots",0,1,1,1
"1500",1500,"UK","2011-06-21","The Guardian","Print","Mandelson's advice to Miliband: take risks and be more interesting","Mandelson's advice to Miliband: take risks and be more interesting",0,0,0,0
