text,polarity,id,polarity_nb,polarity_svm,polarity_gpt
"the volatile dynamics of female friendship is the subject of this unhurried , low-key film that is so off-hollywood that it seems positively french in its rhythms and resonance .",positive,1380,positive,positive,1
"bennett's naturalistic performance speaks volumes more truth than any 'reality' show , and anybody contemplating their own drastic life changes should watch some body first .",positive,1386,positive,positive,1
"a gorgeous , high-spirited musical from india that exquisitely blends music , dance , song , and high drama .",positive,1393,positive,positive,1
"there's really only one good idea in this movie , but the director runs with it and presents it with an unforgettable visual panache .",positive,1403,negative,negative,1
lovely and poignant . puts a human face on a land most westerners are unfamiliar with .,positive,1405,positive,positive,1
"this is a winning ensemble comedy that shows canadians can put gentle laughs and equally gentle sentiments on the button , just as easily as their counterparts anywhere else in the world .",positive,1414,positive,positive,1
"a tender , witty , captivating film about friendship , love , memory , trust and loyalty .",positive,1419,positive,positive,1
"a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton's directing debut is a creepy slice of gothic rural americana .",positive,1422,positive,positive,1
"pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins .",positive,1424,positive,negative,2
"every dance becomes about seduction , where backstabbing and betrayals are celebrated , and sex is currency .",positive,1430,positive,negative,2
"harris commands the screen , using his frailty to suggest the ravages of a life of corruption and ruthlessness .",positive,1431,positive,positive,1
"contando com uma premissa curiosa , o filme mergulha o espectador em um clima de forte suspense , culminando em um desfecho que certamente fica na mem�ria .",positive,1449,positive,negative,1
"escaping the studio , piccoli is warmly affecting and so is this adroitly minimalist movie .",positive,1455,positive,positive,1
"more romantic , more emotional and ultimately more satisfying than the teary-eyed original .",positive,1465,positive,positive,1
a solid examination of the male midlife crisis .,positive,1477,positive,positive,1
"a beguiling , slow-moving parable about the collision of past and present on a remote seacoast in iran .",positive,1480,negative,negative,1
"first-time writer-director serry shows a remarkable gift for storytelling with this moving , effective little film .",positive,1484,positive,positive,1
atom egoyan has conjured up a multilayered work that tackles any number of fascinating issues,positive,1486,positive,positive,1
"hardly a masterpiece , but it introduces viewers to a good charitable enterprise and some interesting real people .",positive,1491,negative,negative,1
a taut psychological thriller that doesn't waste a moment of its two-hour running time .,positive,1508,negative,negative,1
"filmmakers who can deftly change moods are treasures and even marvels . so , too , is this comedy about mild culture clashing in today's new delhi .",positive,1521,positive,positive,1
"a pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable .",positive,1525,negative,negative,1
it's a work by an artist so in control of both his medium and his message that he can improvise like a jazzman .,positive,1528,positive,positive,1
"oscar wilde's masterpiece , the importance of being earnest , may be the best play of the 19th century . it's so good that its relentless , polished wit can withstand not only inept school productions , but even oliver parker's movie adaptation .",positive,1533,negative,positive,1
the next generation of mob movie . part low rent godfather . part three stooges .,positive,1537,negative,negative,2
"all-in-all , the film is an enjoyable and frankly told tale of a people who live among us , but not necessarily with us .",positive,1558,positive,positive,1
"an interesting story with a pertinent ( cinematically unique ) message , told fairly well and scored to perfection , i found myself struggling to put my finger on that elusive "" missing thing . """,positive,1559,positive,positive,1
"opening with some contrived banter , cliches and some loose ends , the screenplay only comes into its own in the second half .",positive,1564,negative,negative,2
"an uncluttered , resonant gem that relays its universal points without lectures or confrontations .",positive,1565,positive,positive,1
'[the cockettes] provides a window into a subculture hell-bent on expressing itself in every way imaginable . ',positive,1566,positive,positive,1
